"day","month","year","modern_site_code","historical_site_code","start_time","number","time_seg","HSF","notes","scientific_name","common_name","species_code","order","family"
15,3,2021,"KNSL1","KNSL","7:19",1,3,"H","","Larvivora brunnea","Indian Blue Robin","IBRO","Passeriformes","Muscicapidae (Old World Flycatchers)"
15,3,2021,"KNSL1","KNSL","7:19",1,1,"H","","Pomatorhinus horsfieldii","Indian Scimitar-Babbler","ISBA","Passeriformes","Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)"
6,5,2021,"KNSL1","KNSL","7:32",1,1,"H","","Pomatorhinus horsfieldii","Indian Scimitar-Babbler","ISBA","Passeriformes","Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)"
31,12,2020,"KNSL1","KNSL","8:25",2,1,"H","","Acridotheres fuscus","Jungle Myna","JUMY","Passeriformes","Sturnidae (Starlings)"
31,12,2020,"KNSL1","KNSL","8:25",2,2,"S","","Acridotheres fuscus","Jungle Myna","JUMY","Passeriformes","Sturnidae (Starlings)"
15,3,2021,"KNSL1","KNSL","7:19",3,1,"H","","Acridotheres fuscus","Jungle Myna","JUMY","Passeriformes","Sturnidae (Starlings)"
15,3,2021,"KNSL1","KNSL","7:19",2,3,"S","","Acridotheres fuscus","Jungle Myna","JUMY","Passeriformes","Sturnidae (Starlings)"
6,5,2021,"KNSL1","KNSL","7:32",2,1,"H","","Acridotheres fuscus","Jungle Myna","JUMY","Passeriformes","Sturnidae (Starlings)"
6,5,2021,"KNSL1","KNSL","7:32",2,2,"H/S","","Acridotheres fuscus","Jungle Myna","JUMY","Passeriformes","Sturnidae (Starlings)"
31,12,2020,"KNSL1","KNSL","8:25",1,1,"H","","Dicaeum concolor","Nilgiri Flowerpecker","NIFP","Passeriformes","Dicaeidae (Flowerpeckers)"
15,3,2021,"KNSL1","KNSL","7:19",1,2,"H","","Dicaeum concolor","Nilgiri Flowerpecker","NIFP","Passeriformes","Dicaeidae (Flowerpeckers)"
6,5,2021,"KNSL1","KNSL","7:32",1,1,"H","","Dicaeum concolor","Nilgiri Flowerpecker","NIFP","Passeriformes","Dicaeidae (Flowerpeckers)"
6,5,2021,"KNSL1","KNSL","7:32",2,1,"H","","Montecincla cachinnans","Nilgiri Laughingthrush","NILA","Passeriformes","Leiothrichidae (Laughingthrushes and Allies)"
31,12,2020,"KNSL1","KNSL","8:25",2,1,"H","","Zosterops palpebrosus","Indian White Eye","IWEY","Passeriformes","Zosteropidae"
15,3,2021,"KNSL1","KNSL","7:19",3,1,"H","","Zosterops palpebrosus","Indian White Eye","IWEY","Passeriformes","Zosteropidae"
6,5,2021,"KNSL1","KNSL","7:32",2,1,"H","","Zosterops palpebrosus","Indian White Eye","IWEY","Passeriformes","Zosteropidae"
6,5,2021,"KNSL1","KNSL","7:32",1,2,"H","","Zosterops palpebrosus","Indian White Eye","IWEY","Passeriformes","Zosteropidae"
31,12,2020,"KNSL1","KNSL","8:25",2,1,"H","","Saxicola caprata","Pied Bushchat","PIBU","Passeriformes","Muscicapidae (Old World Flycatchers)"
15,3,2021,"KNSL1","KNSL","7:19",2,1,"S","","Saxicola caprata","Pied Bushchat","PIBU","Passeriformes","Muscicapidae (Old World Flycatchers)"
6,5,2021,"KNSL1","KNSL","7:32",2,1,"H","","Saxicola caprata","Pied Bushchat","PIBU","Passeriformes","Muscicapidae (Old World Flycatchers)"
31,12,2020,"KNSL1","KNSL","8:25",1,1,"H","","Pellorneum ruficeps","Puff-throated Babbler","PTBA","Passeriformes","Pellorneidae (Ground Babblers and Allies)"
31,12,2020,"KNSL1","KNSL","8:25",2,2,"H","","Pellorneum ruficeps","Puff-throated Babbler","PTBA","Passeriformes","Pellorneidae (Ground Babblers and Allies)"
31,12,2020,"KNSL1","KNSL","8:25",5,1,"H","","Pycnonotus jocosus","Red-whiskered Bulbul","RWBU","Passeriformes","Pycnonotidae (Bulbuls)"
31,12,2020,"KNSL1","KNSL","8:25",1,1,"S","","Pycnonotus jocosus","Red-whiskered Bulbul","RWBU","Passeriformes","Pycnonotidae (Bulbuls)"
15,3,2021,"KNSL1","KNSL","7:19",5,1,"S","","Pycnonotus jocosus","Red-whiskered Bulbul","RWBU","Passeriformes","Pycnonotidae (Bulbuls)"
6,5,2021,"KNSL1","KNSL","7:32",4,1,"H","","Pycnonotus jocosus","Red-whiskered Bulbul","RWBU","Passeriformes","Pycnonotidae (Bulbuls)"
6,5,2021,"KNSL1","KNSL","7:32",2,1,"S","","Pycnonotus jocosus","Red-whiskered Bulbul","RWBU","Passeriformes","Pycnonotidae (Bulbuls)"
6,5,2021,"KNSL1","KNSL","7:32",3,2,"S","","Pycnonotus jocosus","Red-whiskered Bulbul","RWBU","Passeriformes","Pycnonotidae (Bulbuls)"
15,3,2021,"KNSL1","KNSL","7:19",2,2,"H","","Psilopogon viridis","White-cheeked Barbet","WCBA","Piciformes","Megalaimidae (Asian Barbets)"
15,3,2021,"KNSL1","KNSL","7:19",2,3,"H","","Psilopogon viridis","White-cheeked Barbet","WCBA","Piciformes","Megalaimidae (Asian Barbets)"
6,5,2021,"KNSL1","KNSL","7:32",2,2,"H","","Psilopogon viridis","White-cheeked Barbet","WCBA","Piciformes","Megalaimidae (Asian Barbets)"
23,3,2021,"KUKL1","KUKL","8:57",2,2,"H","","Prinia socialis","Ashy Prinia","ASPR","Passeriformes","Cisticolidae (Cisticolas and Allies)"
6,5,2021,"KUKL1","KUKL","6:12",1,3,"H","","Prinia socialis","Ashy Prinia","ASPR","Passeriformes","Cisticolidae (Cisticolas and Allies)"
23,3,2021,"KUKL1","KUKL","8:57",1,1,"H","","Ficedula nigrorufa","Black-and-orange Flycatcher","BAOF","Passeriformes","Muscicapidae (Old World Flycatchers)"
23,3,2021,"KUKL1","KUKL","8:57",1,1,"S","","Ficedula nigrorufa","Black-and-orange Flycatcher","BAOF","Passeriformes","Muscicapidae (Old World Flycatchers)"
6,5,2021,"KUKL1","KUKL","6:12",2,1,"H","","Ficedula nigrorufa","Black-and-orange Flycatcher","BAOF","Passeriformes","Muscicapidae (Old World Flycatchers)"
31,12,2020,"KUKL1","KUKL","6:54",1,1,"H","","Acrocephalus dumetorum","Blyth's Reed Warbler","BRWA","Passeriformes","Acrocephalidae (Reed Warblers and Allies)"
23,3,2021,"KUKL1","KUKL","8:57",1,1,"H","","Acrocephalus dumetorum","Blyth's Reed Warbler","BRWA","Passeriformes","Acrocephalidae (Reed Warblers and Allies)"
23,3,2021,"KUKL1","KUKL","8:57",1,3,"S","","Acrocephalus dumetorum","Blyth's Reed Warbler","BRWA","Passeriformes","Acrocephalidae (Reed Warblers and Allies)"
23,3,2021,"KUKL1","KUKL","8:57",1,1,"H","","Hemipus picatus","Bar-winged Flycatcher-shrike","BWFS","Passeriformes","Vangidae (Vangas, Helmetshrikes, and Allies)"
23,3,2021,"KUKL1","KUKL","8:57",2,2,"S","","Hemipus picatus","Bar-winged Flycatcher-shrike","BWFS","Passeriformes","Vangidae (Vangas, Helmetshrikes, and Allies)"
6,5,2021,"KUKL1","KUKL","6:12",1,1,"H","","Hemipus picatus","Bar-winged Flycatcher-shrike","BWFS","Passeriformes","Vangidae (Vangas, Helmetshrikes, and Allies)"
31,12,2020,"KUKL1","KUKL","6:54",2,1,"H","","Gallus sonneratii","Gray Junglefowl","GRJU","Galliformes","Phasianidae (Pheasants, Grouse, and Allies)"
6,5,2021,"KUKL1","KUKL","6:12",2,1,"H","","Gallus sonneratii","Gray Junglefowl","GRJU","Galliformes","Phasianidae (Pheasants, Grouse, and Allies)"
23,3,2021,"KUKL1","KUKL","8:57",1,1,"H","","Turdus simillimus","Indian Blackbird","INBL","Passeriformes","Turdidae (Thrushes and Allies)"
6,5,2021,"KUKL1","KUKL","6:12",1,1,"H","","Turdus simillimus","Indian Blackbird","INBL","Passeriformes","Turdidae (Thrushes and Allies)"
6,5,2021,"KUKL1","KUKL","6:12",1,3,"H","","Turdus simillimus","Indian Blackbird","INBL","Passeriformes","Turdidae (Thrushes and Allies)"
31,12,2020,"KUKL1","KUKL","6:54",1,3,"H","","Larvivora brunnea","Indian Blue Robin","IBRO","Passeriformes","Muscicapidae (Old World Flycatchers)"
31,12,2020,"KUKL1","KUKL","6:54",2,1,"H","","Pomatorhinus horsfieldii","Indian Scimitar-Babbler","ISBA","Passeriformes","Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)"
6,5,2021,"KUKL1","KUKL","6:12",2,1,"H","","Pomatorhinus horsfieldii","Indian Scimitar-Babbler","ISBA","Passeriformes","Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)"
6,5,2021,"KUKL1","KUKL","6:12",1,2,"H","","Eumyias albicaudatus","Nilgiri Flycatcher","NIFL","Passeriformes","Muscicapidae (Old World Flycatchers)"
31,12,2020,"KUKL1","KUKL","6:54",1,1,"H","","Dicaeum concolor","Nilgiri Flowerpecker","NIFP","Passeriformes","Dicaeidae (Flowerpeckers)"
31,12,2020,"KUKL1","KUKL","6:54",1,2,"H","","Dicaeum concolor","Nilgiri Flowerpecker","NIFP","Passeriformes","Dicaeidae (Flowerpeckers)"
23,3,2021,"KUKL1","KUKL","8:57",2,1,"H","","Dicaeum concolor","Nilgiri Flowerpecker","NIFP","Passeriformes","Dicaeidae (Flowerpeckers)"
23,3,2021,"KUKL1","KUKL","8:57",1,3,"H","","Dicaeum concolor","Nilgiri Flowerpecker","NIFP","Passeriformes","Dicaeidae (Flowerpeckers)"
23,3,2021,"KUKL1","KUKL","8:57",1,3,"S","","Dicaeum concolor","Nilgiri Flowerpecker","NIFP","Passeriformes","Dicaeidae (Flowerpeckers)"
6,5,2021,"KUKL1","KUKL","6:12",1,1,"H","","Dicaeum concolor","Nilgiri Flowerpecker","NIFP","Passeriformes","Dicaeidae (Flowerpeckers)"
6,5,2021,"KUKL1","KUKL","6:12",1,2,"H","","Dicaeum concolor","Nilgiri Flowerpecker","NIFP","Passeriformes","Dicaeidae (Flowerpeckers)"
6,5,2021,"KUKL1","KUKL","6:12",1,3,"S","","Dicaeum concolor","Nilgiri Flowerpecker","NIFP","Passeriformes","Dicaeidae (Flowerpeckers)"
31,12,2020,"KUKL1","KUKL","6:54",1,2,"H","","Montecincla cachinnans","Nilgiri Laughingthrush","NILA","Passeriformes","Leiothrichidae (Laughingthrushes and Allies)"
31,12,2020,"KUKL1","KUKL","6:54",1,3,"H","","Montecincla cachinnans","Nilgiri Laughingthrush","NILA","Passeriformes","Leiothrichidae (Laughingthrushes and Allies)"
6,5,2021,"KUKL1","KUKL","6:12",1,2,"H","","Montecincla cachinnans","Nilgiri Laughingthrush","NILA","Passeriformes","Leiothrichidae (Laughingthrushes and Allies)"
6,5,2021,"KUKL1","KUKL","6:12",1,1,"H","","Sholicola major","Nilgiri Sholakili","NISH","Passeriformes","Muscicapidae (Old World Flycatchers)"
31,12,2020,"KUKL1","KUKL","6:54",2,1,"H","","Zosterops palpebrosus","Indian White Eye","IWEY","Passeriformes","Zosteropidae"
23,3,2021,"KUKL1","KUKL","8:57",3,1,"H","","Zosterops palpebrosus","Indian White Eye","IWEY","Passeriformes","Zosteropidae"
6,5,2021,"KUKL1","KUKL","6:12",2,1,"H","","Zosterops palpebrosus","Indian White Eye","IWEY","Passeriformes","Zosteropidae"
6,5,2021,"KUKL1","KUKL","6:12",2,3,"S","","Zosterops palpebrosus","Indian White Eye","IWEY","Passeriformes","Zosteropidae"
31,12,2020,"KUKL1","KUKL","6:54",1,1,"H","","Pellorneum ruficeps","Puff-throated Babbler","PTBA","Passeriformes","Pellorneidae (Ground Babblers and Allies)"
23,3,2021,"KUKL1","KUKL","8:57",1,1,"H","","Pellorneum ruficeps","Puff-throated Babbler","PTBA","Passeriformes","Pellorneidae (Ground Babblers and Allies)"
6,5,2021,"KUKL1","KUKL","6:12",2,1,"H","","Pellorneum ruficeps","Puff-throated Babbler","PTBA","Passeriformes","Pellorneidae (Ground Babblers and Allies)"
31,12,2020,"KUKL1","KUKL","6:54",1,3,"H","","Galloperdix spadicea","Red Spurfowl","RESP","Galliformes","Phasianidae (Pheasants, Grouse, and Allies)"
31,12,2020,"KUKL1","KUKL","6:54",3,1,"H","","Pycnonotus jocosus","Red-whiskered Bulbul","RWBU","Passeriformes","Pycnonotidae (Bulbuls)"
23,3,2021,"KUKL1","KUKL","8:57",3,1,"H","","Pycnonotus jocosus","Red-whiskered Bulbul","RWBU","Passeriformes","Pycnonotidae (Bulbuls)"
6,5,2021,"KUKL1","KUKL","6:12",2,1,"H","","Pycnonotus jocosus","Red-whiskered Bulbul","RWBU","Passeriformes","Pycnonotidae (Bulbuls)"
6,5,2021,"KUKL1","KUKL","6:12",2,1,"H","","Pycnonotus jocosus","Red-whiskered Bulbul","RWBU","Passeriformes","Pycnonotidae (Bulbuls)"
6,5,2021,"KUKL1","KUKL","6:12",1,3,"S","","Pycnonotus jocosus","Red-whiskered Bulbul","RWBU","Passeriformes","Pycnonotidae (Bulbuls)"
23,3,2021,"KUKL1","KUKL","8:57",1,2,"S","","Phylloscopus affinis","Tickell's Leaf Warbler","TLWA","Passeriformes","Phylloscopidae (Leaf Warblers)"
31,12,2020,"KUKL1","KUKL","6:54",1,2,"H","","Sitta frontalis","Velvet-fronted Nuthatch","VFNU","Passeriformes","Sittidae (Nuthatches)"
31,12,2020,"KUKL1","KUKL","6:54",1,2,"H","","Psilopogon viridis","White-cheeked Barbet","WCBA","Piciformes","Megalaimidae (Asian Barbets)"
23,3,2021,"KUKL1","KUKL","8:57",1,1,"H","","Psilopogon viridis","White-cheeked Barbet","WCBA","Piciformes","Megalaimidae (Asian Barbets)"
6,5,2021,"KUKL1","KUKL","6:12",2,1,"H","","Psilopogon viridis","White-cheeked Barbet","WCBA","Piciformes","Megalaimidae (Asian Barbets)"
11,2,2021,"KULR1","KULR","9:30",2,1,"H","","Irena puella","Asian Fairy-bluebird","AFBL","Passeriformes","Irenidae (Fairy-bluebirds)"
11,2,2021,"KULR1","KULR","9:30",1,3,"H","","Irena puella","Asian Fairy-bluebird","AFBL","Passeriformes","Irenidae (Fairy-bluebirds)"
16,3,2021,"KULR1","KULR","7:52",1,3,"H","","Irena puella","Asian Fairy-bluebird","AFBL","Passeriformes","Irenidae (Fairy-bluebirds)"
16,3,2021,"KULR1","KULR","7:52",1,3,"H","","Dicrurus aeneus","Bronzed Drongo","BRDR","Passeriformes","Dicruridae (Drongos)"
16,3,2021,"KULR1","KULR","7:52",1,3,"H","","Acrocephalus dumetorum","Blyth's Reed Warbler","BRWA","Passeriformes","Acrocephalidae (Reed Warblers and Allies)"
16,3,2021,"KULR1","KULR","7:52",1,1,"H","","Hemipus picatus","Bar-winged Flycatcher-shrike","BWFS","Passeriformes","Vangidae (Vangas, Helmetshrikes, and Allies)"
11,2,2021,"KULR1","KULR","9:30",1,1,"H","","Aegithina tiphia","Common Iora","COIO","Passeriformes","Aegithinidae (Ioras)"
16,3,2021,"KULR1","KULR","7:52",1,1,"H","","Aegithina tiphia","Common Iora","COIO","Passeriformes","Aegithinidae (Ioras)"
16,3,2021,"KULR1","KULR","7:52",4,2,"H","","Aegithina tiphia","Common Iora","COIO","Passeriformes","Aegithinidae (Ioras)"
11,2,2021,"KULR1","KULR","9:30",2,1,"H","","Gallus sonneratii","Gray Junglefowl","GRJU","Galliformes","Phasianidae (Pheasants, Grouse, and Allies)"
16,3,2021,"KULR1","KULR","7:52",3,1,"H","","Machlolophus aplonotus","Indian Yellow Tit","IYTI","Passeriformes","Paridae (Tits, Chickadees, and Titmice)"
11,2,2021,"KULR1","KULR","9:30",1,3,"H","confirm - could be Rufous treepie","Lanius schach","Long-tailed Shrike","LTSH","Passeriformes","Laniidae (Shrikes)"
11,2,2021,"KULR1","KULR","9:30",3,1,"H","","Psittacula columboides","Malabar Parakeet","MAPA","Psittaciformes","Psittaculidae (Old World Parrots)"
16,3,2021,"KULR1","KULR","7:52",2,2,"H","","Psittacula columboides","Malabar Parakeet","MAPA","Psittaciformes","Psittaculidae (Old World Parrots)"
16,3,2021,"KULR1","KULR","7:52",1,1,"H","","Myophonus horsfieldii","Malabar Whistling-Thrush","MWTH","Passeriformes","Muscicapidae (Old World Flycatchers)"
11,2,2021,"KULR1","KULR","9:30",2,1,"H","","Dicaeum concolor","Nilgiri Flowerpecker","NIFP","Passeriformes","Dicaeidae (Flowerpeckers)"
11,2,2021,"KULR1","KULR","9:30",1,3,"H","","Dicaeum concolor","Nilgiri Flowerpecker","NIFP","Passeriformes","Dicaeidae (Flowerpeckers)"
16,3,2021,"KULR1","KULR","7:52",3,1,"H","","Dicaeum concolor","Nilgiri Flowerpecker","NIFP","Passeriformes","Dicaeidae (Flowerpeckers)"
16,3,2021,"KULR1","KULR","7:52",2,3,"H","","Dicaeum concolor","Nilgiri Flowerpecker","NIFP","Passeriformes","Dicaeidae (Flowerpeckers)"
11,2,2021,"KULR1","KULR","9:30",1,3,"H/S","","Pericrocotus flammeus","Orange Minivet","OM ","ORMI","Passeriformes"
16,3,2021,"KULR1","KULR","7:52",2,2,"H","","Pericrocotus flammeus","Orange Minivet","OM ","ORMI","Passeriformes"
11,2,2021,"KULR1","KULR","9:30",3,2,"H","","Zosterops palpebrosus","Indian White Eye","IWEY","Passeriformes","Zosteropidae"
16,3,2021,"KULR1","KULR","7:52",3,1,"H","","Zosterops palpebrosus","Indian White Eye","IWEY","Passeriformes","Zosteropidae"
11,2,2021,"KULR1","KULR","9:30",1,3,"H","","Pellorneum ruficeps","Puff-throated Babbler","PTBA","Passeriformes","Pellorneidae (Ground Babblers and Allies)"
16,3,2021,"KULR1","KULR","7:52",1,1,"H","","Pellorneum ruficeps","Puff-throated Babbler","PTBA","Passeriformes","Pellorneidae (Ground Babblers and Allies)"
11,2,2021,"KULR1","KULR","9:30",3,1,"H","","Pycnonotus jocosus","Red-whiskered Bulbul","RWBU","Passeriformes","Pycnonotidae (Bulbuls)"
16,3,2021,"KULR1","KULR","7:52",4,1,"H","","Pycnonotus jocosus","Red-whiskered Bulbul","RWBU","Passeriformes","Pycnonotidae (Bulbuls)"
16,3,2021,"KULR1","KULR","7:52",2,1,"H","","Sitta frontalis","Velvet-fronted Nuthatch","VFNU","Passeriformes","Sittidae (Nuthatches)"
11,2,2021,"KULR1","KULR","9:30",1,1,"H","","Psilopogon viridis","White-cheeked Barbet","WCBA","Piciformes","Megalaimidae (Asian Barbets)"
16,3,2021,"KULR1","KULR","7:52",2,1,"H","","Psilopogon viridis","White-cheeked Barbet","WCBA","Piciformes","Megalaimidae (Asian Barbets)"
11,2,2021,"KULR1","KULR","9:30",2,1,"H","","Iole indica","Yellow-browed Bulbul","YBBU","Passeriformes","Pycnonotidae (Bulbuls)"
16,3,2021,"KULR1","KULR","7:52",2,1,"H","","Iole indica","Yellow-browed Bulbul","YBBU","Passeriformes","Pycnonotidae (Bulbuls)"
16,3,2021,"KULR2","KULR","6:50",1,2,"H","","Irena puella","Asian Fairy-bluebird","AFBL","Passeriformes","Irenidae (Fairy-bluebirds)"
11,2,2021,"KULR2","KULR","8:05",1,2,"H","","Dicrurus aeneus","Bronzed Drongo","BRDR","Passeriformes","Dicruridae (Drongos)"
16,3,2021,"KULR2","KULR","6:50",1,3,"S","","Dicrurus aeneus","Bronzed Drongo","BRDR","Passeriformes","Dicruridae (Drongos)"
11,2,2021,"KULR2","KULR","8:05",1,1,"H","","Acrocephalus dumetorum","Blyth's Reed Warbler","BRWA","Passeriformes","Acrocephalidae (Reed Warblers and Allies)"
16,3,2021,"KULR2","KULR","6:50",1,1,"H","","Acrocephalus dumetorum","Blyth's Reed Warbler","BRWA","Passeriformes","Acrocephalidae (Reed Warblers and Allies)"
16,3,2021,"KULR2","KULR","6:50",1,2,"H","","Hemipus picatus","Bar-winged Flycatcher-shrike","BWFS","Passeriformes","Vangidae (Vangas, Helmetshrikes, and Allies)"
16,3,2021,"KULR2","KULR","6:50",2,2,"H","","Aegithina tiphia","Common Iora","COIO","Passeriformes","Aegithinidae (Ioras)"
16,3,2021,"KULR2","KULR","6:50",1,1,"S","","Gallus sonneratii","Gray Junglefowl","GRJU","Galliformes","Phasianidae (Pheasants, Grouse, and Allies)"
16,3,2021,"KULR2","KULR","6:50",1,1,"H","","Gallus sonneratii","Gray Junglefowl","GRJU","Galliformes","Phasianidae (Pheasants, Grouse, and Allies)"
11,2,2021,"KULR2","KULR","8:05",1,3,"H","","Dicrurus paradiseus","Greater Racket-tailed Drongo","GRTD","Passeriformes","Dicruridae (Drongos)"
16,3,2021,"KULR2","KULR","6:50",2,2,"H","","Pomatorhinus horsfieldii","Indian Scimitar-Babbler","ISBA","Passeriformes","Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)"
16,3,2021,"KULR2","KULR","6:50",1,2,"H","","Machlolophus aplonotus","Indian Yellow Tit","IYTI","Passeriformes","Paridae (Tits, Chickadees, and Titmice)"
16,3,2021,"KULR2","KULR","6:50",2,2,"H","","Machlolophus aplonotus","Indian Yellow Tit","IYTI","Passeriformes","Paridae (Tits, Chickadees, and Titmice)"
11,2,2021,"KULR2","KULR","8:05",3,2,"H","","Psittacula columboides","Malabar Parakeet","MAPA","Psittaciformes","Psittaculidae (Old World Parrots)"
16,3,2021,"KULR2","KULR","6:50",3,2,"H","","Psittacula columboides","Malabar Parakeet","MAPA","Psittaciformes","Psittaculidae (Old World Parrots)"
16,3,2021,"KULR2","KULR","6:50",1,1,"H","","Myophonus horsfieldii","Malabar Whistling-Thrush","MWTH","Passeriformes","Muscicapidae (Old World Flycatchers)"
11,2,2021,"KULR2","KULR","8:05",1,2,"H","","Pellorneum ruficeps","Puff-throated Babbler","PTBA","Passeriformes","Pellorneidae (Ground Babblers and Allies)"
16,3,2021,"KULR2","KULR","6:50",2,1,"H","","Galloperdix spadicea","Red Spurfowl","RESP","Galliformes","Phasianidae (Pheasants, Grouse, and Allies)"
11,2,2021,"KULR2","KULR","8:05",2,1,"H","","Pycnonotus jocosus","Red-whiskered Bulbul","RWBU","Passeriformes","Pycnonotidae (Bulbuls)"
16,3,2021,"KULR2","KULR","6:50",2,2,"S","","Pycnonotus jocosus","Red-whiskered Bulbul","RWBU","Passeriformes","Pycnonotidae (Bulbuls)"
11,2,2021,"KULR2","KULR","8:05",1,1,"H","","Psilopogon viridis","White-cheeked Barbet","WCBA","Piciformes","Megalaimidae (Asian Barbets)"
11,2,2021,"KULR2","KULR","8:05",1,2,"H","","Psilopogon viridis","White-cheeked Barbet","WCBA","Piciformes","Megalaimidae (Asian Barbets)"
16,3,2021,"KULR2","KULR","6:50",1,1,"H","","Psilopogon viridis","White-cheeked Barbet","WCBA","Piciformes","Megalaimidae (Asian Barbets)"
11,2,2021,"KULR2","KULR","8:05",2,1,"H","","Iole indica","Yellow-browed Bulbul","YBBU","Passeriformes","Pycnonotidae (Bulbuls)"
16,3,2021,"KULR2","KULR","6:50",1,3,"H","","Iole indica","Yellow-browed Bulbul","YBBU","Passeriformes","Pycnonotidae (Bulbuls)"
5,5,2021,"LDNH2","LVDL","5:59",1,2,"H","","Ficedula nigrorufa","Black-and-orange Flycatcher","BAOF","Passeriformes","Muscicapidae (Old World Flycatchers)"
5,5,2021,"LDNH2","LVDL","5:59",1,3,"S","","Ficedula nigrorufa","Black-and-orange Flycatcher","BAOF","Passeriformes","Muscicapidae (Old World Flycatchers)"
18,3,2021,"LDNH2","LVDL","8:20",1,1,"H","","Acrocephalus dumetorum","Blyth's Reed Warbler","BRWA","Passeriformes","Acrocephalidae (Reed Warblers and Allies)"
5,5,2021,"LDNH2","LVDL","5:59",1,3,"H","","Hemipus picatus","Bar-winged Flycatcher-shrike","BWFS","Passeriformes","Vangidae (Vangas, Helmetshrikes, and Allies)"
5,5,2021,"LDNH2","LVDL","5:59",1,1,"H","","Aegithina tiphia","Common Iora","COIO","Passeriformes","Aegithinidae (Ioras)"
30,12,2020,"LDNH2","LVDL","7:05",2,1,"H","","Gallus sonneratii","Gray Junglefowl","GRJU","Galliformes","Phasianidae (Pheasants, Grouse, and Allies)"
18,3,2021,"LDNH2","LVDL","8:20",2,1,"H","","Gallus sonneratii","Gray Junglefowl","GRJU","Galliformes","Phasianidae (Pheasants, Grouse, and Allies)"
5,5,2021,"LDNH2","LVDL","5:59",3,1,"H","","Gallus sonneratii","Gray Junglefowl","GRJU","Galliformes","Phasianidae (Pheasants, Grouse, and Allies)"
5,5,2021,"LDNH2","LVDL","5:59",1,3,"H","","Gallus sonneratii","Gray Junglefowl","GRJU","Galliformes","Phasianidae (Pheasants, Grouse, and Allies)"
18,3,2021,"LDNH2","LVDL","8:20",2,1,"H","","Turdus simillimus","Indian Blackbird","INBL","Passeriformes","Turdidae (Thrushes and Allies)"
5,5,2021,"LDNH2","LVDL","5:59",2,1,"H","","Turdus simillimus","Indian Blackbird","INBL","Passeriformes","Turdidae (Thrushes and Allies)"
5,5,2021,"LDNH2","LVDL","5:59",2,2,"H","","Turdus simillimus","Indian Blackbird","INBL","Passeriformes","Turdidae (Thrushes and Allies)"
30,12,2020,"LDNH2","LVDL","7:05",1,3,"H","","Pomatorhinus horsfieldii","Indian Scimitar-Babbler","ISBA","Passeriformes","Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)"
5,5,2021,"LDNH2","LVDL","5:59",3,1,"H","","Pomatorhinus horsfieldii","Indian Scimitar-Babbler","ISBA","Passeriformes","Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)"
18,3,2021,"LDNH2","LVDL","8:20",2,1,"H","","Eumyias albicaudatus","Nilgiri Flycatcher","NIFL","Passeriformes","Muscicapidae (Old World Flycatchers)"
5,5,2021,"LDNH2","LVDL","5:59",1,2,"H","","Eumyias albicaudatus","Nilgiri Flycatcher","NIFL","Passeriformes","Muscicapidae (Old World Flycatchers)"
30,12,2020,"LDNH2","LVDL","7:05",1,1,"H","","Dicaeum concolor","Nilgiri Flowerpecker","NIFP","Passeriformes","Dicaeidae (Flowerpeckers)"
30,12,2020,"LDNH2","LVDL","7:05",1,1,"H","","Montecincla cachinnans","Nilgiri Laughingthrush","NILA","Passeriformes","Leiothrichidae (Laughingthrushes and Allies)"
30,12,2020,"LDNH2","LVDL","7:05",1,2,"H","","Montecincla cachinnans","Nilgiri Laughingthrush","NILA","Passeriformes","Leiothrichidae (Laughingthrushes and Allies)"
18,3,2021,"LDNH2","LVDL","8:20",4,1,"H","","Montecincla cachinnans","Nilgiri Laughingthrush","NILA","Passeriformes","Leiothrichidae (Laughingthrushes and Allies)"
18,3,2021,"LDNH2","LVDL","8:20",4,1,"H","","Montecincla cachinnans","Nilgiri Laughingthrush","NILA","Passeriformes","Leiothrichidae (Laughingthrushes and Allies)"
5,5,2021,"LDNH2","LVDL","5:59",1,1,"S","","Montecincla cachinnans","Nilgiri Laughingthrush","NILA","Passeriformes","Leiothrichidae (Laughingthrushes and Allies)"
5,5,2021,"LDNH2","LVDL","5:59",2,1,"H","","Montecincla cachinnans","Nilgiri Laughingthrush","NILA","Passeriformes","Leiothrichidae (Laughingthrushes and Allies)"
5,5,2021,"LDNH2","LVDL","5:59",2,2,"H","","Montecincla cachinnans","Nilgiri Laughingthrush","NILA","Passeriformes","Leiothrichidae (Laughingthrushes and Allies)"
5,5,2021,"LDNH2","LVDL","5:59",2,1,"H","","Sholicola major","Nilgiri Sholakili","NISH","Passeriformes","Muscicapidae (Old World Flycatchers)"
5,5,2021,"LDNH2","LVDL","5:59",1,1,"S","","Zoothera neilgherriensis","Nilgiri Thrush","NITH","Passeriformes","Turdidae (Thrushes and Allies)"
30,12,2020,"LDNH2","LVDL","7:05",3,1,"H","","Columba elphinstonii","Nilgiri Wood-Pigeon","NWPI","Columbiformes","Columbidae (Pigeons and Doves)"
